location,BHK,sqft,price
Chandapura,2,985.0,25.12
Chandapura,2,750.0,18.5
Chandapura,2,1025.0,27.68
Chandapura,3,1190.0,30.35
Chandapura,2,1015.0,25.88
Chandapura,3,1345.0,39.5
Chandapura,3,1033.0,30.47
Chandapura,3,971.0,38.0
Chandapura,2,1015.0,25.88
Chandapura,2,800.0,30.0
Chandapura,3,1185.0,30.22
Chandapura,2,900.0,35.0
Chandapura,2,975.0,24.86
Chandapura,1,520.0,14.04
Chandapura,3,1230.0,31.37
Chandapura,3,1305.0,33.28
Chandapura,3,1323.0,42.0
Chandapura,1,410.0,10.0
Chandapura,2,985.0,25.12
Chandapura,1,645.0,16.45
Chandapura,1,645.0,16.45
Chandapura,2,1200.0,36.0
Chandapura,2,740.0,22.0
Chandapura,2,876.0,28.47
Chandapura,3,1095.0,28.0
Chandapura,1,520.0,14.04
Channasandra,3,1340.0,48.33
Channasandra,2,1009.0,38.34
Channasandra,2,1065.0,35.0
Channasandra,3,1470.0,90.0
Channasandra,2,1115.0,33.45
Channasandra,2,1030.0,34.5
Channasandra,6,4200.0,180.0
Channasandra,2,1115.0,40.0
Channasandra,3,1200.0,67.77
Channasandra,2,1104.0,35.5
Channasandra,2,1160.0,55.0
Channasandra,2,1050.0,41.0
Channasandra,2,1065.0,40.47
Channasandra,3,1310.0,45.0
Channasandra,2,1070.0,38.0
Channasandra,2,1050.0,35.0
Channasandra,2,1093.0,34.0
Channasandra,2,808.0,40.0
Channasandra,2,1010.0,36.0
Channasandra,2,1123.0,36.0
Channasandra,2,1000.0,35.0
Channasandra,4,1500.0,89.45
Channasandra,3,1330.0,51.83
Channasandra,2,1093.0,37.0
Channasandra,2,1115.0,35.8
Channasandra,3,1500.0,61.95
Channasandra,3,1800.0,60.0
Channasandra,2,830.0,36.28
Channasandra,3,1200.0,67.77
Channasandra,3,1195.0,56.0
Channasandra,2,1175.0,38.0
Channasandra,2,1200.0,46.13
Channasandra,2,1065.0,36.0
Channasandra,2,1050.0,44.41
Channasandra,2,1010.0,32.0
Chikka Tirupathi,4,2600.0,120.0
Chikka Tirupathi,4,2325.0,120.0
Chikka Tirupathi,3,1808.0,80.27
Chikka Tirupathi,3,3297.0,135.0
Chikka Tirupathi,4,3500.0,150.0
Chikka Tirupathi,3,2646.0,99.0
Chikka Tirupathi,4,2704.0,105.0
Chikka Tirupathi,3,2325.0,95.0
Chikka Tirupathi,4,2325.0,120.0
Chikka Tirupathi,4,3250.0,136.0
Chikka Tirupathi,4,2665.0,125.0
Chikkabanavar,2,950.0,40.0
Chikkabanavar,3,1600.0,80.0
Chikkabanavar,5,1200.0,70.0
Chikkabanavar,2,600.0,25.0
Chikkabanavar,4,2460.0,80.0
Chikkabanavar,5,2400.0,97.0
Chikkabanavar,5,2000.0,65.0
Chikkabanavar,2,1067.0,38.0
Chikkabanavar,3,1320.0,46.0
Chikkabanavar,3,4000.0,110.0
Chikkalasandra,3,1290.0,56.12
Chikkalasandra,2,1100.0,50.0
Chikkalasandra,2,1208.0,49.0
Chikkalasandra,2,875.0,52.8
Chikkalasandra,3,1375.0,50.0
Chikkalasandra,2,1800.0,128.0
Chikkalasandra,2,1070.0,50.0
Chikkalasandra,2,1230.0,48.0
Chikkalasandra,3,1428.0,80.0
Chikkalasandra,2,1070.0,42.8
Chikkalasandra,3,1310.0,52.4
Chikkalasandra,3,1270.0,55.25
Chikkalasandra,3,1365.0,49.0
Chikkalasandra,2,1075.0,46.76
Chikkalasandra,3,1230.0,53.51
Chikkalasandra,3,1290.0,56.12
Chikkalasandra,2,1070.0,45.48
Chikkalasandra,2,1100.0,50.0
Chikkalasandra,3,1390.0,60.47
Chikkalasandra,3,1265.0,53.12
Chikkalasandra,2,1224.0,45.0
Chikkalasandra,2,1090.0,47.42
Chikkalasandra,3,1355.0,54.2
Chikkalasandra,3,1350.0,54.2
Chikkalasandra,2,1325.0,59.0
Chikkalasandra,2,1290.0,72.0
Chikkalasandra,3,1275.0,55.46
Chikkalasandra,3,1425.0,54.0
Choodasandra,2,1115.0,50.0
Choodasandra,2,1300.0,57.0
Choodasandra,3,1530.0,77.0
Choodasandra,3,1220.0,56.0
Choodasandra,3,1220.0,56.0
Choodasandra,2,1197.0,63.0
Choodasandra,3,1465.0,75.0
Choodasandra,2,1115.0,50.0
Choodasandra,2,1215.0,59.0
Choodasandra,3,1254.0,65.0
Choodasandra,3,1580.0,105.0
Choodasandra,2,725.0,36.0
Choodasandra,4,2429.0,210.0
Choodasandra,3,1220.0,56.0
Choodasandra,2,1075.0,45.0
Choodasandra,2,1180.0,71.22
Choodasandra,2,1140.0,62.0
Choodasandra,3,1220.0,56.0
Choodasandra,3,1560.0,78.0
Choodasandra,2,1065.0,46.0
Choodasandra,2,1115.0,50.0
Choodasandra,3,1220.0,56.0
Choodasandra,2,1115.0,50.0
Cooke Town,4,3950.0,450.0
Cooke Town,3,2388.0,239.0
Cooke Town,2,1710.0,200.0
Cooke Town,2,1310.0,111.0
Cooke Town,4,3900.0,415.0
Cooke Town,3,2560.0,310.0
Cooke Town,3,2600.0,375.0
Cooke Town,2,1100.0,90.0
Cooke Town,3,2300.0,250.0
Cox Town,3,1975.0,150.0
Cox Town,3,1650.0,100.0
Cox Town,3,1730.0,140.0
Cox Town,3,1600.0,150.0
Cox Town,2,1250.0,95.0
Cox Town,2,1280.0,120.0
Cox Town,2,1073.0,72.0
Cox Town,2,1000.0,58.0
Cox Town,2,1200.0,140.0
Cunningham Road,4,5270.0,1250.0
Cunningham Road,3,3875.0,864.0
Cunningham Road,3,3875.0,800.0
Cunningham Road,3,3815.0,763.0
Cunningham Road,3,2880.0,501.0
Cunningham Road,3,3489.0,662.0
Cunningham Road,3,4170.0,800.0
Cunningham Road,4,5108.0,995.0
Cunningham Road,3,2700.0,501.0
Cunningham Road,4,7500.0,1800.0
Cunningham Road,3,2880.0,560.0
Dasanapura,2,708.0,37.0
Dasanapura,2,708.0,40.0
Dasanapura,2,965.0,42.5
Dasanapura,3,1286.0,61.44
Dasanapura,2,1500.0,65.0
Dasanapura,2,814.0,42.0
Dasanapura,2,1163.0,65.0
Dasanapura,3,1286.0,68.0
Dasanapura,2,708.0,31.15
Dasanapura,2,814.0,43.7
Dasarahalli,2,1295.0,65.0
Dasarahalli,3,1520.0,75.0
Dasarahalli,2,1150.0,70.0
Dasarahalli,3,2100.0,120.0
Dasarahalli,2,1220.0,52.0
Dasarahalli,2,1375.0,60.0
Dasarahalli,2,1333.0,78.56
Dasarahalli,2,1220.0,62.0
Devanahalli,4,3210.0,192.0
Devanahalli,2,1260.0,66.78
Devanahalli,3,1282.0,68.52
Devanahalli,2,1360.0,65.0
Devanahalli,3,1630.0,74.82
Devanahalli,2,1408.0,85.0
Devanahalli,2,1010.0,51.0
Devanahalli,2,1080.0,53.35
Devanahalli,5,2400.0,100.0
Devanahalli,2,1080.0,44.0
Devanahalli,3,1282.0,52.43
Devanahalli,2,1174.0,59.0
Devanahalli,3,3752.5,177.115
Devanahalli,1,658.0,34.0
Devanahalli,1,658.0,26.91
Devanahalli,1,698.5,28.57
Devanahalli,2,1080.0,52.0
Devanahalli,3,1700.0,88.2
Devanahalli,3,1498.0,79.15
Devanahalli,3,1466.0,77.59
Devanahalli,1,775.0,39.0
Devanahalli,1,1020.0,49.87
Devanahalli,2,1045.0,48.0
Devanahalli,3,1550.0,85.0
Devanahalli,3,1200.0,55.08
Devanahalli,2,1340.0,65.0
Devanahalli,3,2125.0,107.0
Devanahalli,2,1230.0,56.45
Devanahalli,2,1360.0,62.425
Devanahalli,1,658.0,26.91
Devanahalli,3,1290.0,62.0
Devanahalli,2,1010.0,58.0
Devanahalli,3,1466.0,59.96
Devanahalli,3,1520.0,69.76
Devanahalli,1,1075.0,52.57
Devarachikkanahalli,3,1350.0,85.0
Devarachikkanahalli,3,1250.0,44.0
Devarachikkanahalli,2,1250.0,40.0
Devarachikkanahalli,2,1200.0,83.0
Devarachikkanahalli,2,1170.0,40.0
Devarachikkanahalli,1,615.0,24.0
Devarachikkanahalli,2,1230.0,58.0
Devarachikkanahalli,3,1425.0,65.0
Devarachikkanahalli,2,947.0,43.0
Devarachikkanahalli,2,1130.0,36.0
Devarachikkanahalli,3,1417.0,76.0
Devarachikkanahalli,2,1230.0,58.0
Devarachikkanahalli,3,1705.0,75.0
Devarachikkanahalli,2,1116.0,47.0
Devarachikkanahalli,2,991.0,40.0
Devarachikkanahalli,3,1700.0,71.0
Dodda Nekkundi,2,1260.0,55.0
Dodda Nekkundi,2,850.0,28.0
Dodda Nekkundi,2,1390.0,60.0
Dodda Nekkundi,3,1804.0,121.0
Dodda Nekkundi,2,1080.0,50.0
Dodda Nekkundi,3,1999.0,132.0
Dodda Nekkundi,2,1100.0,48.0
Dodda Nekkundi,3,1999.0,135.0
Dodda Nekkundi,2,1100.0,41.15
Dodda Nekkundi,3,1252.0,71.0
Dodda Nekkundi,2,1155.0,46.0
Dodda Nekkundi,2,1128.0,45.0
Dodda Nekkundi,2,1148.0,56.0
Dodda Nekkundi,3,1435.0,57.2
Dodda Nekkundi,2,1145.0,46.5
Dodda Nekkundi,3,1829.0,125.0
Dodda Nekkundi,2,1100.0,41.16
Dodda Nekkundi,2,1100.0,46.75
Dodda Nekkundi,2,1315.0,50.0
Dodda Nekkundi,2,1135.0,58.0
Dodda Nekkundi,2,1100.0,41.18
Dodda Nekkundi,2,1370.0,60.0
Dodda Nekkundi,2,1200.0,71.0
Dodda Nekkundi,3,1585.0,79.0
Dodda Nekkundi,2,1005.0,45.0
Dodda Nekkundi,2,1264.0,52.0
Doddaballapur,4,1690.0,80.0
Doddaballapur,4,4200.0,325.0
Doddaballapur,3,3876.0,300.0
Doddaballapur,3,2776.0,195.0
Doddaballapur,3,2440.0,142.0
Doddaballapur,4,2400.0,200.0
Doddaballapur,1,654.0,49.0
Doddaballapur,4,3206.0,270.0
Doddakallasandra,2,1010.0,40.39
Doddakallasandra,3,1360.0,54.39
Doddakallasandra,3,1460.0,58.39
Doddakallasandra,3,1360.0,54.4
Doddakallasandra,3,1425.0,56.99
Doddakallasandra,2,1010.0,40.39
Doddakallasandra,2,1072.0,42.87
Doddakallasandra,2,1010.0,40.4
Doddakallasandra,2,1010.0,41.0
Doddakallasandra,2,1072.0,42.87
Doddathoguru,2,970.0,33.0
Doddathoguru,2,1050.0,32.0
Doddathoguru,2,850.0,25.0
Doddathoguru,2,1030.0,42.0
Doddathoguru,3,1549.0,65.0
Doddathoguru,3,1875.0,55.0
Doddathoguru,1,550.0,17.0
Doddathoguru,2,1015.0,33.5
Doddathoguru,2,1104.0,39.0
Doddathoguru,2,915.0,32.0
Doddathoguru,1,750.0,25.5
Doddathoguru,3,1595.0,62.0
Doddathoguru,2,855.0,32.0
Doddathoguru,2,1105.0,50.0
Doddathoguru,2,925.0,30.0
Doddathoguru,3,1300.0,42.0
Doddathoguru,3,1208.0,45.0
Doddathoguru,2,1100.0,50.0
Doddathoguru,2,940.0,32.9
Doddathoguru,3,1382.0,65.0
Doddathoguru,2,1107.0,44.0
Doddathoguru,2,907.0,40.0
Doddathoguru,3,1783.0,85.0
Doddathoguru,1,550.0,17.0
Domlur,3,1540.0,90.0
Domlur,3,1875.0,150.0
Domlur,3,1429.0,86.0
Domlur,1,640.0,55.0
Domlur,2,1050.0,85.0
Domlur,3,1800.0,150.0
Domlur,3,1720.0,135.0
Domlur,3,1950.0,165.0
Domlur,3,2180.0,285.0
Domlur,1,650.0,70.0
Domlur,1,780.0,70.0
Domlur,3,2180.0,285.0
Domlur,3,1740.0,120.0
Domlur,3,1695.0,125.0
Domlur,2,1246.0,95.0
Domlur,3,2100.0,145.0
Domlur,2,1276.0,80.0
Domlur,3,1850.0,180.0
Domlur,3,2955.0,235.0
Domlur,3,1650.0,180.0
Dommasandra,2,805.0,22.14
Dommasandra,3,1033.0,25.53
Dommasandra,3,1267.0,56.0
Dommasandra,2,1200.0,50.0
Dommasandra,4,2700.0,68.0
Dommasandra,3,1033.0,31.5
Dommasandra,2,1153.0,43.5
Dommasandra,2,1500.0,40.0
Dommasandra,2,1090.0,43.5
Dommasandra,2,850.0,25.4
Dommasandra,2,674.0,19.9
Dommasandra,2,999.0,32.9
EPIP Zone,3,1499.0,102.0
EPIP Zone,2,1285.0,82.0
EPIP Zone,3,2330.0,162.0
EPIP Zone,2,1330.0,92.5
EPIP Zone,2,1330.0,86.98
EPIP Zone,2,1330.0,93.36
EPIP Zone,4,3035.0,200.0
EPIP Zone,3,1500.0,102.0
EPIP Zone,2,1280.0,69.0
EPIP Zone,2,1125.0,65.0
EPIP Zone,3,1734.0,125.0
EPIP Zone,4,3360.0,225.0
EPIP Zone,2,1343.0,86.0
EPIP Zone,3,2350.0,163.0
EPIP Zone,3,1860.0,130.0
EPIP Zone,3,2210.0,165.0
EPIP Zone,3,2710.0,177.0
EPIP Zone,4,3360.0,221.0
Electronic City,2,660.0,23.1
Electronic City,3,1025.0,47.0
Electronic City,2,1000.0,28.88
Electronic City,3,1530.0,45.9
Electronic City,3,1500.0,64.5
Electronic City,2,1060.0,60.0
Electronic City,2,1152.0,64.5
Electronic City,3,1350.0,56.0
Electronic City,2,770.0,36.0
Electronic City,2,1070.0,52.0
Electronic City,2,1025.0,46.0
Electronic City,1,589.0,27.0
Electronic City,2,1100.0,42.0
Electronic City,2,910.0,40.0
Electronic City,2,1108.0,63.0
Electronic City,2,1128.0,65.0
Electronic City,3,1800.0,95.0
Electronic City,1,630.0,34.65
Electronic City,2,1128.0,63.0
Electronic City,3,1599.0,99.0
Electronic City,2,1125.0,32.49
Electronic City,2,1094.0,42.0
Electronic City,2,1070.0,55.0
Electronic City,2,940.0,41.0
Electronic City,3,1320.0,38.13
Electronic City,2,1128.0,68.75
Electronic City,2,1342.0,73.3
Electronic City,3,1360.0,71.0
Electronic City,2,880.0,29.0
Electronic City,2,1265.0,56.93
Electronic City,3,1691.0,102.0
Electronic City,2,1128.0,65.49
Electronic City,3,1620.0,62.0
Electronic City,2,550.0,16.0
Electronic City,2,710.0,16.0
Electronic City,2,1070.0,56.1
Electronic City,4,2000.0,120.0
Electronic City,2,890.0,45.0
Electronic City,2,1128.0,65.65
Electronic City,2,865.0,42.0
Electronic City,2,1130.0,32.64
Electronic City,2,910.0,42.0
Electronic City,2,975.0,37.5
Electronic City,3,1360.0,75.0
Electronic City,2,770.0,40.0
Electronic City,2,1128.0,64.0
Electronic City,2,1070.0,54.0
Electronic City,2,550.0,15.0
Electronic City,2,1025.0,29.6
Electronic City,3,1571.0,89.0
Electronic City,3,1111.0,50.0
Electronic City,2,870.0,39.5
Electronic City,2,921.0,34.0
Electronic City,3,1374.0,72.0
Electronic City,2,1100.0,45.0
Electronic City,2,1128.0,65.35
Electronic City,2,1128.0,65.0
Electronic City,2,755.0,34.0
Electronic City,3,1220.0,35.24
Electronic City,4,4000.0,150.0
Electronic City,2,1100.0,40.0
Electronic City,3,1563.0,91.84
Electronic City,3,1652.0,70.0
Electronic City,2,1000.0,22.0
Electronic City,2,1025.0,54.5
Electronic City,2,1070.0,46.0
Electronic City,3,1350.0,58.0
Electronic City,2,1000.0,25.0
Electronic City,2,1020.0,29.46
Electronic City,3,1700.0,75.0
Electronic City,3,1400.0,48.0
Electronic City,2,1128.0,68.0
Electronic City,1,700.0,35.0
Electronic City,3,1360.0,70.5
Electronic City,2,1150.0,38.0
Electronic City,3,1571.0,105.0
Electronic City,2,1090.0,31.49
Electronic City,2,1089.0,45.0
Electronic City,2,1110.0,40.0
Electronic City,3,1600.0,104.0
Electronic City,2,550.0,15.0
Electronic City,2,1130.0,32.63
Electronic City,3,1500.0,100.0
Electronic City,3,1440.0,55.0
Electronic City,3,1156.0,44.0
Electronic City,3,1400.0,40.44
Electronic City,2,1152.0,65.0
Electronic City,2,1070.0,60.0
Electronic City,2,1128.0,65.5
Electronic City,2,1200.0,59.0
Electronic City,2,1152.0,65.75
Electronic City,3,1225.0,45.03
Electronic City,2,1070.0,55.0
Electronic City,2,1060.0,58.0
Electronic City,2,1025.0,54.1
Electronic City,3,1105.0,35.0
Electronic City,2,660.0,18.0
Electronic City,2,660.0,15.0
Electronic City,2,1000.0,41.0
Electronic City,3,1500.0,78.0
Electronic City,2,1213.0,59.32
Electronic City,3,1575.0,90.0
Electronic City,3,435.0,19.5
Electronic City,3,1449.0,100.0
Electronic City,3,1310.0,37.83
Electronic City,2,1125.0,58.0
Electronic City,2,1090.0,35.03
Electronic City,3,1575.0,101.0
Electronic City,2,660.0,16.0
Electronic City,1,550.0,12.0
Electronic City,2,919.0,40.0
Electronic City,3,1500.0,78.25
Electronic City,2,1363.0,79.0
Electronic City,2,1156.0,42.0
Electronic City,2,1020.0,29.46
Electronic City,2,1108.0,67.15
Electronic City,2,1160.0,33.5
Electronic City,2,1128.0,65.7
Electronic City,2,1170.0,33.0
Electronic City,2,1060.0,51.0
Electronic City,3,1410.0,38.0
Electronic City,3,1650.0,100.0
Electronic City,2,1020.0,29.45
Electronic City,2,1025.0,49.0
Electronic City,2,1000.0,29.7
Electronic City,3,1449.0,90.0
Electronic City,2,1065.0,30.75
Electronic City,2,1070.0,58.0
Electronic City,2,1210.0,54.0
Electronic City,3,1500.0,75.0
Electronic City,3,1033.0,28.41
Electronic City,2,1070.0,52.0
Electronic City,4,2435.0,119.0
Electronic City,2,660.0,15.5
Electronic City,2,1125.0,32.5
Electronic City,2,1165.0,33.64
Electronic City,2,919.0,34.0
Electronic City,2,1073.0,60.0
Electronic City,3,1500.0,78.0
Electronic City,2,1070.0,47.0
Electronic City,2,1210.0,25.0
Electronic City,2,1296.0,65.0
Electronic City,2,1140.0,70.93
Electronic City,2,1200.0,34.65
Electronic City,2,1096.0,40.55
Electronic City,2,1017.0,27.0
Electronic City,2,1130.0,32.63
Electronic City,2,1110.0,39.95
Electronic City,4,2093.0,104.0
Electronic City,2,1025.0,53.9
Electronic City,2,940.0,54.0
Electronic City,1,435.0,21.0
Electronic City,3,1500.0,77.5
Electronic City,3,1631.0,80.0
Electronic City,2,1355.0,67.0
Electronic City,2,1200.0,34.0
Electronic City,2,1175.0,47.0
Electronic City,1,435.0,22.0
Electronic City,3,1500.0,63.0
Electronic City,2,1039.0,50.0
Electronic City,2,770.0,39.9
Electronic City,2,919.0,35.0
Electronic City,2,550.0,15.0
Electronic City,2,1128.0,64.0
Electronic City,1,605.0,13.31
Electronic City,3,1159.0,38.0
Electronic City,1,530.0,13.5
Electronic City,2,1070.0,53.0
Electronic City,2,1025.0,26.63
Electronic City,3,2400.0,78.0
Electronic City,3,1571.0,83.0
Electronic City,3,1470.0,44.1
Electronic City,3,1350.0,66.0
Electronic City,3,1652.0,110.0
Electronic City,3,1320.0,38.12
Electronic City,2,1090.0,31.48
Electronic City,3,1050.0,39.0
Electronic City,2,1128.0,65.58
Electronic City,1,635.0,28.0
Electronic City,2,1128.0,65.4
Electronic City,2,1096.0,39.0
Electronic City,2,1150.0,38.0
Electronic City,2,1355.0,72.9
Electronic City,2,1200.0,30.0
Electronic City,2,1150.0,35.0
Electronic City,2,1165.0,33.64
Electronic City,3,1609.0,115.0
Electronic City,2,770.0,35.0
Electronic City,2,1020.0,29.45
Electronic City,2,865.0,40.0
Electronic City,2,800.0,32.0
Electronic City,2,970.0,34.0
Electronic City,2,1108.0,63.0
Electronic City,1,630.0,40.5
Electronic City,2,1100.0,41.0
Electronic City,2,975.0,32.0
Electronic City,1,605.0,22.0
Electronic City,2,1142.0,35.0
Electronic City,2,1070.0,48.0
Electronic City,3,1160.0,42.0
Electronic City,3,1360.0,70.0
Electronic City,1,635.0,28.0
Electronic City,2,1128.0,65.45
Electronic City,2,890.0,40.0
Electronic City,2,1065.0,30.75
Electronic City,2,1127.0,32.0
Electronic City,2,825.0,35.0
Electronic City,2,1200.0,40.5
Electronic City,3,1360.0,58.0
Electronic City,3,1400.0,40.45
Electronic City,2,1065.0,30.76
Electronic City,1,630.0,33.7
Electronic City,2,1025.0,29.61
Electronic City,3,1160.0,42.0
Electronic City,2,660.0,16.5
Electronic City,3,1400.0,90.0
Electronic City,3,1287.0,55.0
Electronic City,2,1258.0,85.5
Electronic City,2,1386.0,85.0
Electronic City,3,550.0,27.0
Electronic City,2,1025.0,50.0
Electronic City,2,1140.0,33.84
Electronic City,2,1070.0,55.0
Electronic City,2,1342.0,72.0
Electronic City,3,1275.0,70.0
Electronic City,2,770.0,38.0
Electronic City,2,1200.0,34.65
Electronic City,2,1005.0,39.77
Electronic City,2,1110.0,39.9
Electronic City,2,660.0,23.0
Electronic City,3,1644.0,92.59
Electronic City,2,1250.0,62.0
Electronic City,2,1020.0,30.27
Electronic City,2,1025.0,29.6
Electronic City,1,418.0,12.0
Electronic City,2,1128.0,64.8
Electronic City,3,1220.0,35.25
Electronic City,3,1220.0,35.23
Electronic City,2,1060.0,55.0
Electronic City,1,710.0,40.42
Electronic City,2,1000.0,29.95
Electronic City,2,870.0,24.0
Electronic City,3,1275.0,63.43
Electronic City,3,1518.0,75.0
Electronic City,1,1090.0,31.48
Electronic City,2,1140.0,32.92
Electronic City,2,1125.0,32.49
Electronic City,2,1060.0,55.0
Electronic City,2,1200.0,34.66
Electronic City,2,1353.0,75.0
Electronic City,2,660.0,18.0
Electronic City,2,1128.0,67.0
Electronic City,2,1070.0,57.0
Electronic City,3,1700.0,90.0
Electronic City,3,1521.0,57.5
Electronic City,1,750.0,35.0
Electronic City,2,1210.0,55.0
Electronic City,2,1070.0,60.0
Electronic City,3,1400.0,40.44
Electronic City,2,1190.0,42.0
Electronic City,2,880.0,19.0
Electronic City,2,1150.0,38.08
Electronic City,2,550.0,16.0
Electronic City,3,1615.0,97.0
Electronic City,2,1165.0,33.65
Electronic City,2,1221.0,68.0
Electronic City,2,970.0,35.0
Electronic City,3,1500.0,73.0
Electronic City,2,995.0,48.0
Electronic City,2,1342.0,90.0
Electronic City,3,1320.0,38.12
Electronic City,2,550.0,16.0
Electronic City,2,1128.0,63.5
Electronic City,1,589.0,29.0
Electronic City,2,1125.0,28.13
Electronic City,2,825.0,30.0
Electronic City,3,1575.0,94.5
Electronic City,2,1070.0,48.0
Electronic City,2,1025.0,54.0
Electronic City,3,1500.0,70.0
Electronic City,3,1500.0,64.5
Electronic City,2,1140.0,32.93
Electronic City,4,2093.0,134.0
Electronic City,2,750.0,19.5
Electronic City,2,1355.0,73.0
Electronic City,3,1360.0,64.99
Electronic City,2,1060.0,52.0
Electronic City Phase II,2,1056.0,39.07
Electronic City Phase II,2,1020.0,30.6
Electronic City Phase II,2,1069.0,45.0
Electronic City Phase II,1,630.0,28.35
Electronic City Phase II,3,1220.0,35.23
Electronic City Phase II,2,1000.0,25.0
Electronic City Phase II,2,1090.0,28.34
Electronic City Phase II,4,2225.0,98.88
Electronic City Phase II,3,1400.0,40.43
Electronic City Phase II,2,775.0,38.0
Electronic City Phase II,2,1266.0,59.0
Electronic City Phase II,2,1000.0,28.88
Electronic City Phase II,3,1320.0,38.13
Electronic City Phase II,3,1220.0,35.23
Electronic City Phase II,2,972.0,44.0
Electronic City Phase II,3,1400.0,40.43
Electronic City Phase II,2,1031.0,55.0
Electronic City Phase II,2,1003.0,40.6
Electronic City Phase II,2,545.0,27.0
Electronic City Phase II,2,1031.0,56.35
Electronic City Phase II,3,1320.0,38.12
Electronic City Phase II,3,1395.0,62.78
Electronic City Phase II,2,1160.0,33.5
Electronic City Phase II,2,1065.0,30.75
Electronic City Phase II,2,1219.0,61.25
Electronic City Phase II,3,1400.0,41.58
Electronic City Phase II,2,1000.0,28.88
Electronic City Phase II,3,1790.0,100.0
Electronic City Phase II,2,769.0,40.0
Electronic City Phase II,3,1400.0,40.43
Electronic City Phase II,2,900.0,32.5
Electronic City Phase II,3,1329.0,41.0
Electronic City Phase II,3,1220.0,35.23
Electronic City Phase II,3,993.0,50.0
Electronic City Phase II,3,1418.0,52.47
Electronic City Phase II,2,1070.0,45.0
Electronic City Phase II,3,1310.0,32.75
Electronic City Phase II,3,1310.0,37.83
Electronic City Phase II,2,1140.0,33.06
Electronic City Phase II,2,1089.0,32.67
Electronic City Phase II,2,1031.0,55.0
Electronic City Phase II,2,1253.0,65.8
Electronic City Phase II,3,1400.0,40.44
Electronic City Phase II,2,1160.0,33.5
Electronic City Phase II,3,975.0,45.0
Electronic City Phase II,4,6000.0,260.0
Electronic City Phase II,2,1116.0,37.0
Electronic City Phase II,2,1125.0,29.25
Electronic City Phase II,2,1000.0,28.88
Electronic City Phase II,2,1000.0,28.88
Electronic City Phase II,2,1000.0,28.88
Electronic City Phase II,2,1165.0,30.29
Electronic City Phase II,4,3550.0,167.5
Electronic City Phase II,2,1031.0,53.0
Electronic City Phase II,3,1611.0,48.33
Electronic City Phase II,2,1065.0,30.88
Electronic City Phase II,3,1220.0,36.6
Electronic City Phase II,3,1549.0,80.0
Electronic City Phase II,2,1065.0,56.13
Electronic City Phase II,3,1320.0,38.13
Electronic City Phase II,2,920.0,26.0
Electronic City Phase II,2,1140.0,33.84
Electronic City Phase II,2,1219.0,61.26
Electronic City Phase II,3,1252.0,65.0
Electronic City Phase II,3,875.0,40.0
Electronic City Phase II,2,1125.0,32.49
Electronic City Phase II,3,1310.0,37.83
Electronic City Phase II,2,1286.0,69.0
Electronic City Phase II,3,1220.0,36.21
Electronic City Phase II,2,1140.0,32.92
Electronic City Phase II,2,1116.0,40.0
Electronic City Phase II,3,1150.0,46.0
Electronic City Phase II,3,1192.0,47.0
Electronic City Phase II,3,1502.0,50.0
Electronic City Phase II,2,1020.0,32.0
Electronic City Phase II,4,1900.0,97.0
Electronic City Phase II,2,1020.0,27.43
Electronic City Phase II,2,1025.0,26.65
Electronic City Phase II,2,545.0,29.0
Electronic City Phase II,2,1020.0,29.45
Electronic City Phase II,2,1000.0,28.88
Electronic City Phase II,3,1310.0,37.84
Electronic City Phase II,2,1140.0,28.5
Electronic City Phase II,2,1125.0,32.49
Electronic City Phase II,2,1200.0,34.65
Electronic City Phase II,2,1160.0,52.2
Electronic City Phase II,2,1244.0,55.0
Electronic City Phase II,2,1160.0,33.51
Electronic City Phase II,3,1220.0,35.25
Electronic City Phase II,3,1625.0,48.75
Electronic City Phase II,2,972.0,40.0
Electronic City Phase II,2,1160.0,33.51
Electronic City Phase II,3,1400.0,40.45
Electronic City Phase II,2,1090.0,31.48
Electronic City Phase II,2,1140.0,32.92
Electronic City Phase II,1,650.0,35.0
Electronic City Phase II,2,1155.0,57.0
Electronic City Phase II,3,1800.0,92.0
Electronic City Phase II,2,1300.0,28.0
Electronic City Phase II,3,1940.0,116.0
Electronic City Phase II,2,1160.0,33.5
Electronic City Phase II,2,1025.0,29.6
Electronic City Phase II,2,829.0,22.8
Electronic City Phase II,4,2187.5,105.0
Electronic City Phase II,2,1252.0,67.0
Electronic City Phase II,3,1320.0,38.12
Electronic City Phase II,2,1125.0,32.63
Electronic City Phase II,2,1140.0,34.0
Electronic City Phase II,3,1310.0,37.84
Electronic City Phase II,3,1400.0,40.43
Electronic City Phase II,3,1252.0,65.0
Electronic City Phase II,2,1135.0,46.0
Electronic City Phase II,3,1305.0,65.0
Electronic City Phase II,2,1165.0,33.64
Electronic City Phase II,3,1400.0,40.44
Electronic City Phase II,3,1336.0,50.35
Electronic City Phase II,1,575.0,16.75
Electronic City Phase II,3,925.0,49.82
Electronic City Phase II,2,1065.0,30.76
Electronic City Phase II,2,1065.0,30.75
Electronic City Phase II,2,1140.0,33.06
Electronic City Phase II,2,911.0,26.5
Electronic City Phase II,2,1200.0,34.65
Electronic City Phase II,2,1031.0,54.48
Electronic City Phase II,2,545.0,28.0
Electronic City Phase II,3,1310.0,37.83
Electronic City Phase II,3,1651.0,49.53
Electronics City Phase 1,2,1070.0,45.5
